"","time","precipIntensity","temperature","pressure"
"96",2000-01-08 23:00:00,0,57.97,1015.9
"97",2000-01-09 00:00:00,0,57.05,1015.9
"98",2000-01-09 01:00:00,0,55.97,1015.3
"99",2000-01-09 02:00:00,0,56.01,1015.2
"100",2000-01-09 03:00:00,0,55.98,1015.2
"101",2000-01-09 04:00:00,0,55.09,1014.9
"102",2000-01-09 05:00:00,0,55.21,1014.7
"103",2000-01-09 06:00:00,0,54.02,1015
"104",2000-01-09 07:00:00,0,55.07,1015
"105",2000-01-09 08:00:00,0,55.95,1015.2
"106",2000-01-09 09:00:00,0,57.02,1015.9
"107",2000-01-09 10:00:00,0,57.04,1015.8
"108",2000-01-09 11:00:00,0,60.91,1015
"109",2000-01-09 12:00:00,0,63.88,1014.5
"110",2000-01-09 13:00:00,0,62.83,1013.2
"111",2000-01-09 14:00:00,0,66.65,1011.6
"112",2000-01-09 15:00:00,0,65.77,1011
"113",2000-01-09 16:00:00,0,65.78,1010.6
"114",2000-01-09 17:00:00,0,62.82,1010.8
"115",2000-01-09 18:00:00,0,61.96,1010.2
"116",2000-01-09 19:00:00,0,61.96,1010.2
"117",2000-01-09 20:00:00,0,60.92,1010.7
"118",2000-01-09 21:00:00,0,61.01,1011.1
"119",2000-01-09 22:00:00,0,61.99,1011.9
"120",2000-01-09 23:00:00,0,60.95,1012.7
"121",2000-01-10 00:00:00,0,60.95,1013.2
"122",2000-01-10 01:00:00,0,60.04,1013.6
"123",2000-01-10 02:00:00,0,57.06,1013.6
"124",2000-01-10 03:00:00,0,54.08,1013.8
"125",2000-01-10 04:00:00,0,53.97,1013.8
"126",2000-01-10 05:00:00,0,49.55,1013.7
"127",2000-01-10 06:00:00,0,47.14,1014.1
"128",2000-01-10 07:00:00,0,46.27,1014.5
"129",2000-01-10 08:00:00,0,47.12,1015
"130",2000-01-10 09:00:00,0,50.09,1016
"131",2000-01-10 10:00:00,0,56.93,1016.6
"132",2000-01-10 11:00:00,0,64.7,1016.9
"133",2000-01-10 12:00:00,0,69.84,1016
"134",2000-01-10 13:00:00,0,74.46,1014.9
"135",2000-01-10 14:00:00,0,74.44,1013.9
"136",2000-01-10 15:00:00,0,75.37,1014.3
"137",2000-01-10 16:00:00,0,73.51,1014.7
"138",2000-01-10 17:00:00,0,69.39,1014.9
"139",2000-01-10 18:00:00,0,60.99,1015.3
"140",2000-01-10 19:00:00,0,55.26,1016
"141",2000-01-10 20:00:00,0,54.2,1016.4
"142",2000-01-10 21:00:00,0,52.29,1016.3
"143",2000-01-10 22:00:00,0,53.32,1016.8
"144",2000-01-10 23:00:00,0,53.3,1016.7
"145",2000-01-11 00:00:00,0,53.33,1016.8
"146",2000-01-11 01:00:00,0,55.21,1016.9
"147",2000-01-11 02:00:00,0,56.04,1017.1
"148",2000-01-11 03:00:00,0,54.11,1017.1
"149",2000-01-11 04:00:00,0,57.06,1017.1
"150",2000-01-11 05:00:00,0,57.12,1017.1
"151",2000-01-11 06:00:00,0,57.15,1017.6
"152",2000-01-11 07:00:00,0,57.13,1018.2
"153",2000-01-11 08:00:00,0,57.99,1018.9
"154",2000-01-11 09:00:00,0,60.15,1019.4
"155",2000-01-11 10:00:00,0,62.92,1019.9
"156",2000-01-11 11:00:00,0,68.86,1019.6
"157",2000-01-11 12:00:00,0,71.49,1018.9
"158",2000-01-11 13:00:00,0,74.63,1018.1
"159",2000-01-11 14:00:00,0,76.57,1017.3
"160",2000-01-11 15:00:00,0,76.55,1017.1
"161",2000-01-11 16:00:00,0,74.61,1017.2
"162",2000-01-11 17:00:00,0,71.52,1017.5
"163",2000-01-11 18:00:00,0,63.99,1017.7
"164",2000-01-11 19:00:00,0,60.16,1018.6
"165",2000-01-11 20:00:00,0,63.95,1019.1
"166",2000-01-11 21:00:00,0,64.82,1019.3
"167",2000-01-11 22:00:00,0,63.96,1019.4
"168",2000-01-11 23:00:00,0,64.81,1019.6
"169",2000-01-12 00:00:00,0,64.81,1019.5
"170",2000-01-12 01:00:00,0,63.97,1019.1
"171",2000-01-12 02:00:00,0,64.82,1019
"172",2000-01-12 03:00:00,0,64.82,1018.7
"173",2000-01-12 04:00:00,0,64.81,1018.7
"174",2000-01-12 05:00:00,0,64.74,1018.7
"175",2000-01-12 06:00:00,0,64.81,1018.9
"176",2000-01-12 07:00:00,0,64.79,1019
"177",2000-01-12 08:00:00,0,64.79,1019.5
"178",2000-01-12 09:00:00,0,64.81,1020.4
"179",2000-01-12 10:00:00,0,66.73,1021
"180",2000-01-12 11:00:00,0,69.7,1020.5
"181",2000-01-12 12:00:00,0,73.4,1020
"182",2000-01-12 13:00:00,0,74.61,1019.1
"183",2000-01-12 14:00:00,0,74.63,1018.5
"184",2000-01-12 15:00:00,0,73.6,1018.4
"185",2000-01-12 16:00:00,0,73.59,1018.2
"186",2000-01-12 17:00:00,0,71.41,1018.2
"187",2000-01-12 18:00:00,0,68.91,1018.1
"188",2000-01-12 19:00:00,0,67.87,1018.4
"189",2000-01-12 20:00:00,0,67.88,1018.7
"190",2000-01-12 21:00:00,0,68.92,1019.3
"191",2000-01-12 22:00:00,0,67.84,1019.7
"192",2000-01-12 23:00:00,0,67.82,1020
"193",2000-01-13 00:00:00,0,67.84,1019.8
"194",2000-01-13 01:00:00,0,67.85,1019.7
"195",2000-01-13 02:00:00,0,67.86,1020.5
"196",2000-01-13 03:00:00,0,66.78,1020.9
"197",2000-01-13 04:00:00,0,66.76,1020.7
"198",2000-01-13 05:00:00,0,66.76,1021.2
"199",2000-01-13 06:00:00,0,66.77,1022
"200",2000-01-13 07:00:00,0,66.79,1022.8
"201",2000-01-13 08:00:00,0,66.82,1023.6
"202",2000-01-13 09:00:00,0,67.89,1024.4
"203",2000-01-13 10:00:00,0,68.95,1025.2
"204",2000-01-13 11:00:00,0,72.75,1025.7
"205",2000-01-13 12:00:00,0,74.62,1025.2
"206",2000-01-13 13:00:00,0,77.67,1024.3
"207",2000-01-13 14:00:00,0,79.5,1023.9
"208",2000-01-13 15:00:00,0,81.41,1024
"209",2000-01-13 16:00:00,0,77.61,1025.1
"210",2000-01-13 17:00:00,0,72.58,1026.9
"211",2000-01-13 18:00:00,0,69.98,1028.3
"212",2000-01-13 19:00:00,0,67.98,1029.9
"213",2000-01-13 20:00:00,0,64.97,1030.8
"214",2000-01-13 21:00:00,0,62.99,1031.8
"215",2000-01-13 22:00:00,0,62.04,1032.5
"216",2000-01-13 23:00:00,0,60.09,1033.3
"217",2000-01-14 00:00:00,0,58.99,1033.6
"218",2000-01-14 01:00:00,0,57.04,1034.2
"219",2000-01-14 02:00:00,0,55.95,1034.5
"220",2000-01-14 03:00:00,0,55.03,1035.1
"221",2000-01-14 04:00:00,0,53.95,1035.4
"222",2000-01-14 05:00:00,0,53.05,1035.7
"223",2000-01-14 06:00:00,0,51.09,1036.4
"224",2000-01-14 07:00:00,0,48.06,1037.2
"225",2000-01-14 08:00:00,0,48.03,1037.6
"226",2000-01-14 09:00:00,0,50,1038.1
"227",2000-01-14 10:00:00,0,53.03,1038.7
"228",2000-01-14 11:00:00,0,56.94,1038.8
"229",2000-01-14 12:00:00,0,58.92,1038
"230",2000-01-14 13:00:00,0,61.9,1036.9
"231",2000-01-14 14:00:00,0,63.78,1035.9
"232",2000-01-14 15:00:00,0,64.06,1035.3
"233",2000-01-14 16:00:00,0,62.81,1035.2
"234",2000-01-14 17:00:00,0,60.92,1035.2
"235",2000-01-14 18:00:00,0,54.09,1035.3
"236",2000-01-14 19:00:00,0,52.02,1035.6
"237",2000-01-14 20:00:00,0,51.06,1035.9
"238",2000-01-14 21:00:00,0,52.91,1035.5
"239",2000-01-14 22:00:00,0,50.97,1035.6
"240",2000-01-14 23:00:00,0,48.88,1035.8
"241",2000-01-15 00:00:00,0,45.1,1035.6
"242",2000-01-15 01:00:00,0,47.31,1034.8
"243",2000-01-15 02:00:00,0,47.3,1034.3
"244",2000-01-15 03:00:00,0,45.38,1033.7
"245",2000-01-15 04:00:00,0,46.44,1033.5
"246",2000-01-15 05:00:00,0,46.45,1033.3
"247",2000-01-15 06:00:00,0,46.45,1033.6
"248",2000-01-15 07:00:00,0,46.12,1033.7
"249",2000-01-15 08:00:00,0,48.95,1033.7
"250",2000-01-15 09:00:00,0,53.99,1033.9
"251",2000-01-15 10:00:00,0,57.92,1034
"252",2000-01-15 11:00:00,0,61.93,1033.7
"253",2000-01-15 12:00:00,0,64.69,1033
"254",2000-01-15 13:00:00,0,66.65,1031.8
"255",2000-01-15 14:00:00,0,69.11,1030.8
"256",2000-01-15 15:00:00,0,70,1030.5
"257",2000-01-15 16:00:00,0,69.66,1030.2
"258",2000-01-15 17:00:00,0,65.85,1029.9
"259",2000-01-15 18:00:00,0,62.01,1029.9
"260",2000-01-15 19:00:00,0,60.1,1029.9
"261",2000-01-15 20:00:00,0,59.06,1029.6
"262",2000-01-15 21:00:00,0,59.06,1029.6
"263",2000-01-15 22:00:00,0,57.15,1029.9
"264",2000-01-15 23:00:00,0,57.16,1029.7
"265",2000-01-16 00:00:00,0,58.02,1029.1
"266",2000-01-16 01:00:00,0,59.08,1028.8
"267",2000-01-16 02:00:00,0,57.15,1028.9
"268",2000-01-16 03:00:00,0,58.03,1028.8
"269",2000-01-16 04:00:00,0,58.02,1028.8
"270",2000-01-16 05:00:00,0,58.23,1028.7
"271",2000-01-16 06:00:00,0,57.14,1028.8
"272",2000-01-16 07:00:00,0,56.08,1029.2
"273",2000-01-16 08:00:00,0,57.15,1029.5
"274",2000-01-16 09:00:00,0,63.96,1030.1
"275",2000-01-16 10:00:00,0,69.7,1030.3
"276",2000-01-16 11:00:00,0,72.69,1030.3
"277",2000-01-16 12:00:00,0,75.31,1029.5
"278",2000-01-16 13:00:00,0,75.47,1028.5
"279",2000-01-16 14:00:00,0,75.47,1027.6
"280",2000-01-16 15:00:00,0,74.61,1027.1
"281",2000-01-16 16:00:00,0,73.57,1027
"282",2000-01-16 17:00:00,0,69.72,1027.1
"283",2000-01-16 18:00:00,0,63.98,1027.2
"284",2000-01-16 19:00:00,0,62.07,1027.3
"285",2000-01-16 20:00:00,0,59.11,1027.4
"286",2000-01-16 21:00:00,0,59.11,1027.1
"287",2000-01-16 22:00:00,0,61.02,1026.9
"288",2000-01-16 23:00:00,0,60.17,1027.2
"289",2000-01-17 00:00:00,0,59.11,1027.1
"290",2000-01-17 01:00:00,0,59.1,1027.3
"291",2000-01-17 02:00:00,0,58.06,1027.1
"292",2000-01-17 03:00:00,0,56.15,1026.7
"293",2000-01-17 04:00:00,0,59.09,1026.4
"294",2000-01-17 05:00:00,0,56.14,1026.2
"295",2000-01-17 06:00:00,0,53.33,1026.6
"296",2000-01-17 07:00:00,0,54.21,1026.8
"297",2000-01-17 08:00:00,0,54.23,1027.1
"298",2000-01-17 09:00:00,0,63.98,1027.8
"299",2000-01-17 10:00:00,0,70.78,1028.2
"300",2000-01-17 11:00:00,0,70.82,1028
"301",2000-01-17 12:00:00,0,74.63,1026.9
"302",2000-01-17 13:00:00,0,74.63,1026
"303",2000-01-17 14:00:00,0,75.51,1025
"304",2000-01-17 15:00:00,0,74.65,1023.9
"305",2000-01-17 16:00:00,0,73.63,1024
"306",2000-01-17 17:00:00,0,70.84,1024
"307",2000-01-17 18:00:00,0,65.95,1024.1
"308",2000-01-17 19:00:00,0,62.11,1024.2
"309",2000-01-17 20:00:00,0,60.2,1024.1
"310",2000-01-17 21:00:00,0,59.15,1024.1
"311",2000-01-17 22:00:00,0,61.07,1023.6
"312",2000-01-17 23:00:00,0,61.07,1023.2
"313",2000-01-18 00:00:00,0,61.07,1022.5
"314",2000-01-18 01:00:00,0,60.19,1022.4
"315",2000-01-18 02:00:00,0,58.09,1022.3
"316",2000-01-18 03:00:00,0,59.13,1021.9
"317",2000-01-18 04:00:00,0,60.17,1021.5
"318",2000-01-18 05:00:00,0,58.08,1021.7
"319",2000-01-18 06:00:00,0,54.24,1021.8
"320",2000-01-18 07:00:00,0,57.2,1022.3
"321",2000-01-18 08:00:00,0,58.07,1022.5
"322",2000-01-18 09:00:00,0,62.09,1022.6
"323",2000-01-18 10:00:00,0,65.94,1023.2
"324",2000-01-18 11:00:00,0,72.74,1022.4
"325",2000-01-18 12:00:00,0,74.64,1021.2
"326",2000-01-18 13:00:00,0,76.57,1020.1
"327",2000-01-18 14:00:00,0,77.65,1018.9
"328",2000-01-18 15:00:00,0,76.58,1018.5
"329",2000-01-18 16:00:00,0,74.67,1018.3
"330",2000-01-18 17:00:00,0,71.65,1018.3
"331",2000-01-18 18:00:00,0,68.95,1018.8
"332",2000-01-18 19:00:00,0,65.98,1018.7
"333",2000-01-18 20:00:00,0,65.98,1018.8
"334",2000-01-18 21:00:00,0,64.92,1018.8
"335",2000-01-18 22:00:00,0,64.03,1019.2
"336",2000-01-18 23:00:00,0,62.13,1019.1
"337",2000-01-19 00:00:00,0,60.2,1018.6
"338",2000-01-19 01:00:00,0,61.08,1018
"339",2000-01-19 02:00:00,0,60.2,1017.6
"340",2000-01-19 03:00:00,0,61.07,1016.7
"341",2000-01-19 04:00:00,0,59.15,1016.2
"342",2000-01-19 05:00:00,0,59.13,1015.9
"343",2000-01-19 06:00:00,0,60.17,1016.1
"344",2000-01-19 07:00:00,0,58.07,1016.3
"345",2000-01-19 08:00:00,0,60.11,1016.8
"346",2000-01-19 09:00:00,0,62.95,1016.9
"347",2000-01-19 10:00:00,0,65.93,1016.9
"348",2000-01-19 11:00:00,0,72.74,1016.4
"349",2000-01-19 12:00:00,0,75.38,1015.6
"350",2000-01-19 13:00:00,0,78.5,1013.9
"351",2000-01-19 14:00:00,0,77.66,1012.8
"352",2000-01-19 15:00:00,0,77.68,1012.1
"353",2000-01-19 16:00:00,0,73.67,1011.9
"354",2000-01-19 17:00:00,0,72.8,1012
"355",2000-01-19 18:00:00,0,68.94,1012
"356",2000-01-19 19:00:00,0,66.83,1011.8
"357",2000-01-19 20:00:00,0,65.97,1011.8
"358",2000-01-19 21:00:00,0,64.06,1013
"359",2000-01-19 22:00:00,0,64.07,1013.7
"360",2000-01-19 23:00:00,0,64.03,1014.3
"361",2000-01-20 00:00:00,0,62.99,1014.6
"362",2000-01-20 01:00:00,0,62.95,1015.3
"363",2000-01-20 02:00:00,0,64.04,1016.1
"364",2000-01-20 03:00:00,0,62.93,1016.6
"365",2000-01-20 04:00:00,0,60.11,1017.1
"366",2000-01-20 05:00:00,0,55.97,1017.5
"367",2000-01-20 06:00:00,0,53.08,1018.6
"368",2000-01-20 07:00:00,0,51.1,1019.9
"369",2000-01-20 08:00:00,0,55.06,1020.4
"370",2000-01-20 09:00:00,0,55.97,1021.5
"371",2000-01-20 10:00:00,0,57.96,1022.4
"372",2000-01-20 11:00:00,0,60.09,1022.7
"373",2000-01-20 12:00:00,0,62.13,1022
"374",2000-01-20 13:00:00,0,62.94,1021.2
"375",2000-01-20 14:00:00,0,64.03,1020.6
"376",2000-01-20 15:00:00,0,64.04,1020.6
"377",2000-01-20 16:00:00,0,62.98,1020.6
"378",2000-01-20 17:00:00,0,60.3,1021.3
"379",2000-01-20 18:00:00,0,55.97,1021.6
"380",2000-01-20 19:00:00,0,53.99,1022
"381",2000-01-20 20:00:00,0,51.95,1022.9
"382",2000-01-20 21:00:00,0,50.01,1022.9
"383",2000-01-20 22:00:00,0,49,1022.9
"384",2000-01-20 23:00:00,0,48.06,1022.6
"385",2000-01-21 00:00:00,0,46.91,1022.6
"386",2000-01-21 01:00:00,0,44.1,1022.5
"387",2000-01-21 02:00:00,0,42.14,1022.7
"388",2000-01-21 03:00:00,0,44.05,1023
"389",2000-01-21 04:00:00,0,42.11,1023
"390",2000-01-21 05:00:00,0,42.03,1023.4
"391",2000-01-21 06:00:00,0,42.99,1023.7
"392",2000-01-21 07:00:00,0,42.1,1024
"393",2000-01-21 08:00:00,0,42.11,1024.7
"394",2000-01-21 09:00:00,0,43,1024.7
"395",2000-01-21 10:00:00,0,46.06,1024.6
"396",2000-01-21 11:00:00,0,47.02,1024.2
"397",2000-01-21 12:00:00,0,47.39,1023.5
"398",2000-01-21 13:00:00,0,48.12,1022.6
"399",2000-01-21 14:00:00,0,50.09,1021.4
"400",2000-01-21 15:00:00,0,51.17,1020.6
"401",2000-01-21 16:00:00,0,51.19,1020.3
"402",2000-01-21 17:00:00,0,52.35,1019.3
"403",2000-01-21 18:00:00,0,53.18,1018.9
"404",2000-01-21 19:00:00,0,53.22,1018.7
"405",2000-01-21 20:00:00,0,52.21,1018.4
"406",2000-01-21 21:00:00,0,53.26,1018.4
"407",2000-01-21 22:00:00,0,52.26,1016.9
"408",2000-01-21 23:00:00,0,55.23,1016.5
"409",2000-01-22 00:00:00,0,59.08,1015.4
"410",2000-01-22 01:00:00,0,60.14,1015.1
"411",2000-01-22 02:00:00,0,58.05,1014.5
"412",2000-01-22 03:00:00,0,62.06,1013.6
"413",2000-01-22 04:00:00,0,62.93,1013.3
"414",2000-01-22 05:00:00,0,63.03,1013.3
"415",2000-01-22 06:00:00,0,62.92,1013.5
"416",2000-01-22 07:00:00,0,63.97,1013.2
"417",2000-01-22 08:00:00,0,64.85,1012.9
"418",2000-01-22 09:00:00,0,66.78,1013.7
"419",2000-01-22 10:00:00,0,72.71,1013.8
"420",2000-01-22 11:00:00,0,75.48,1013.6
"421",2000-01-22 12:00:00,0,77.61,1012.6
"422",2000-01-22 13:00:00,0,75.93,1011.4
"423",2000-01-22 14:00:00,0,75.53,1010.7
"424",2000-01-22 15:00:00,0,73.61,1010.6
"425",2000-01-22 16:00:00,0,71.67,1010.7
"426",2000-01-22 17:00:00,0,69.5,1010.5
"427",2000-01-22 18:00:00,0,67.84,1010.8
"428",2000-01-22 19:00:00,0,65.93,1010.9
"429",2000-01-22 20:00:00,0,65.92,1011.2
"430",2000-01-22 21:00:00,0,64.01,1011.6
"431",2000-01-22 22:00:00,0,62.96,1011.7
"432",2000-01-22 23:00:00,0,62.1,1012.1
"433",2000-01-23 00:00:00,0,61.07,1012
"434",2000-01-23 01:00:00,0,62.13,1011.8
"435",2000-01-23 02:00:00,0,62.98,1012
"436",2000-01-23 03:00:00,0,63,1011.7
"437",2000-01-23 04:00:00,0,62.94,1011.8
"438",2000-01-23 05:00:00,0,62.99,1011.8
"439",2000-01-23 06:00:00,0,62.98,1012
"440",2000-01-23 07:00:00,4e-04,62.94,1012.3
"441",2000-01-23 08:00:00,0,64.06,1012.9
"442",2000-01-23 09:00:00,0,66.04,1013.3
"443",2000-01-23 10:00:00,0,69.74,1013.4
"444",2000-01-23 11:00:00,0,71.67,1013.5
"445",2000-01-23 12:00:00,0,75.38,1012.9
"446",2000-01-23 13:00:00,0,73.63,1011.8
"447",2000-01-23 14:00:00,0,73.63,1011
"448",2000-01-23 15:00:00,0,76.56,1010.5
"449",2000-01-23 16:00:00,0,75.48,1010.5
"450",2000-01-23 17:00:00,0,73.2,1010.7
"451",2000-01-23 18:00:00,0,70.81,1011.4
"452",2000-01-23 19:00:00,0,66.79,1011.9
"453",2000-01-23 20:00:00,0,64.05,1014.1
"454",2000-01-23 21:00:00,0,61.05,1016.1
"455",2000-01-23 22:00:00,0,57.09,1017.7
"456",2000-01-23 23:00:00,0,55.96,1018.8
"457",2000-01-24 00:00:00,0,54,1019.2
"458",2000-01-24 01:00:00,0,53.08,1019.7
"459",2000-01-24 02:00:00,0,51.12,1020.1
"460",2000-01-24 03:00:00,0,50.01,1020.1
"461",2000-01-24 04:00:00,0,48.02,1021.1
"462",2000-01-24 05:00:00,0,47.15,1021.3
"463",2000-01-24 06:00:00,0,46,1021.8
"464",2000-01-24 07:00:00,0,44.96,1022.1
"465",2000-01-24 08:00:00,0,46,1022.8
"466",2000-01-24 09:00:00,0,48.04,1023.2
"467",2000-01-24 10:00:00,0,49.97,1023.8
"468",2000-01-24 11:00:00,0,51.97,1024.1
"469",2000-01-24 12:00:00,0,53.22,1023.5
"470",2000-01-24 13:00:00,0,55.03,1022.4
"471",2000-01-24 14:00:00,0,55.92,1021.3
"472",2000-01-24 15:00:00,0,56.98,1020.9
"473",2000-01-24 16:00:00,0,57.01,1020.9
"474",2000-01-24 17:00:00,0,54,1020.8
"475",2000-01-24 18:00:00,0,50.11,1021
"476",2000-01-24 19:00:00,0,50,1020.8
"477",2000-01-24 20:00:00,0,46.15,1020.8
"478",2000-01-24 21:00:00,0,44.19,1020.3
"479",2000-01-24 22:00:00,0,44.98,1020.1
"480",2000-01-24 23:00:00,0,44.91,1019.8
"481",2000-01-25 00:00:00,0,42.96,1019.9
"482",2000-01-25 01:00:00,0,41.02,1019.8
"483",2000-01-25 02:00:00,0,39.93,1019.5
"484",2000-01-25 03:00:00,0,39.05,1019.4
"485",2000-01-25 04:00:00,0,37.97,1019.1
"486",2000-01-25 05:00:00,0,37.97,1019.7
"487",2000-01-25 06:00:00,0,38.96,1020.1
"488",2000-01-25 07:00:00,0,39.01,1020.2
"489",2000-01-25 08:00:00,0,39.93,1021
"490",2000-01-25 09:00:00,0,43,1021.6
"491",2000-01-25 10:00:00,0,46.94,1021.9
"492",2000-01-25 11:00:00,0,49.98,1022.4
"493",2000-01-25 12:00:00,0,54.04,1021.4
"494",2000-01-25 13:00:00,0,57.02,1020.4
"495",2000-01-25 14:00:00,0,57.92,1019.4
"496",2000-01-25 15:00:00,0,58.88,1019
"497",2000-01-25 16:00:00,0,58.93,1018.7
"498",2000-01-25 17:00:00,0,57.29,1019.5
"499",2000-01-25 18:00:00,0,53.95,1020.2
"500",2000-01-25 19:00:00,0,48.97,1021
"501",2000-01-25 20:00:00,0,48.05,1021.3
"502",2000-01-25 21:00:00,0,46.94,1022
"503",2000-01-25 22:00:00,0,46.95,1022.4
"504",2000-01-25 23:00:00,0,46.87,1022.4
"505",2000-01-26 00:00:00,0,46.01,1022.4
"506",2000-01-26 01:00:00,0,46.03,1022.6
"507",2000-01-26 02:00:00,0,44.98,1023
"508",2000-01-26 03:00:00,0,43.03,1023.4
"509",2000-01-26 04:00:00,0,42.08,1023.7
"510",2000-01-26 05:00:00,0,40.97,1023.5
"511",2000-01-26 06:00:00,0,39.04,1024
"512",2000-01-26 07:00:00,0,37.96,1024.4
"513",2000-01-26 08:00:00,0,37.94,1025.1
"514",2000-01-26 09:00:00,0,39.03,1025.9
"515",2000-01-26 10:00:00,0,42.06,1026.4
"516",2000-01-26 11:00:00,0,44.08,1025.8
"517",2000-01-26 12:00:00,0,46.36,1025.2
"518",2000-01-26 13:00:00,0,48.76,1023.6
"519",2000-01-26 14:00:00,0,46.85,1023
"520",2000-01-26 15:00:00,0,46.87,1022.5
"521",2000-01-26 16:00:00,0,46.9,1022.2
"522",2000-01-26 17:00:00,0,46.86,1022
"523",2000-01-26 18:00:00,0,46.02,1022.3
"524",2000-01-26 19:00:00,0,46.02,1022.7
"525",2000-01-26 20:00:00,0,46.02,1022.8
"526",2000-01-26 21:00:00,0,44.96,1023.3
"527",2000-01-26 22:00:00,0,44.94,1023.2
"528",2000-01-26 23:00:00,0,44.07,1023.3
"529",2000-01-27 00:00:00,0,44.07,1022.9
"530",2000-01-27 01:00:00,0,42.99,1022.2
"531",2000-01-27 02:00:00,0,42.96,1022.4
"532",2000-01-27 03:00:00,0,42.09,1021.1
"533",2000-01-27 04:00:00,0,41.07,1021.4
"534",2000-01-27 05:00:00,0,42.08,1021
"535",2000-01-27 06:00:00,0,42.09,1021.6
"536",2000-01-27 07:00:00,0,42.09,1021.2
"537",2000-01-27 08:00:00,0,42.27,1021.9
"538",2000-01-27 09:00:00,0,43,1021.5
"539",2000-01-27 10:00:00,0,45.16,1021.1
"540",2000-01-27 11:00:00,0,46.25,1020.4
"541",2000-01-27 12:00:00,0,48.58,1018.8
"542",2000-01-27 13:00:00,0,49.11,1018.4
"543",2000-01-27 14:00:00,0,50.15,1016.1
"544",2000-01-27 15:00:00,0,50.16,1014.3
"545",2000-01-27 16:00:00,0.0394,50.19,1015.8
